Time,Waiting Time
0.00410896,0
0.0119385,0
0.0121574,0
0.0217186,0
0.0417186,0
0.0617186,0
0.0817186,0
0.101719,0
0.121719,0
0.141719,0
0.161719,0
0.181719,0
0.201719,0
0.221719,0
0.241719,0
0.261719,0
0.281719,0
0.301719,0
0.321719,0
0.341719,0
0.361719,0
0.381719,0
0.401719,0
0.421719,0
0.441719,0
0.461719,0
0.481719,0
0.501719,0
0.521719,0
0.541719,0
0.561719,0
0.581719,0
0.601719,0
0.621719,0
0.641719,0
0.661719,0
0.681719,0
0.701719,0
0.721719,0
0.741719,0
0.761719,0
0.781719,0
0.801719,0
0.821719,0
0.841719,0
0.861719,0
0.881719,0
0.901719,0
0.921719,0
0.941719,0
0.961719,0
0.981719,0
1.00172,0
1.02172,0
1.04172,0
1.06172,0
1.08172,0
1.10172,0
1.12172,0
1.14172,0
1.16172,0
1.18172,0
1.20172,0
1.22172,0
1.24172,0
1.26172,0
1.28172,0
1.30172,0
1.32172,0
1.34172,0
1.36172,0
1.38172,0
1.40172,0
1.42172,0
1.44172,0
1.46172,0
1.48172,0
1.50172,0
1.52172,0
1.54172,0
1.56172,0
1.58172,0
1.60172,0
1.62172,0
1.64172,0
1.66172,0
1.68172,0
1.70172,0
1.72172,0
1.74172,0
1.76172,0
1.78172,0
1.80172,0
1.82172,0
1.84172,0
1.86172,0
1.88172,0
1.90172,0
1.92172,0
1.94172,0
1.96172,0
1.98172,0
2.00172,0
2.02172,0
2.04172,0
2.06172,0
2.08172,0
2.10172,0
2.12172,0
2.14172,0
2.16172,0
2.18172,0
2.20172,0
2.22172,0
2.24172,0
2.26172,0
2.28172,0
2.30172,0
2.32172,0
2.34172,0
2.36172,0
2.38172,0
2.40172,0
2.42172,0
2.44172,0
2.46172,0
2.48172,0
2.50172,0
2.52172,0
2.54172,0
2.56172,0
2.58172,0
2.60172,0
2.62172,0
2.64172,0
2.66172,0
2.68172,0
2.70172,0
2.72172,0
2.74172,0
2.76172,0
2.78172,0
2.80172,0
2.82172,0
2.84172,0
2.86172,0
2.88172,0
2.90172,0
2.92172,0
2.94172,0
2.96172,0
2.98172,0
3.00172,0
3.02172,0
3.04172,0
3.06172,0
3.08172,0
3.10172,0
3.12172,0
3.14172,0
3.16172,0
3.18172,0
3.20172,0
3.22172,0
3.24172,0
3.26172,0
3.28172,0
3.30172,0
3.32172,0
3.34172,0
3.36172,0
3.38172,0
3.40172,0
3.42172,0
3.44172,0
3.46172,0
3.48172,0
3.50172,0
3.52172,0
3.54172,0
3.56172,0
3.58172,0
3.60172,0
3.62172,0
3.64172,0
3.66172,0
3.68172,0
3.70172,0
3.72172,0
3.74172,0
3.76172,0
3.78172,0
3.80172,0
3.82172,0
3.84172,0
3.86172,0
3.88172,0
3.90172,0
3.92172,0
3.94172,0
3.96172,0
3.98172,0
4.00172,0
4.02172,0
4.04172,0
4.06172,0
4.08172,0
4.10172,0
4.12172,0
4.14172,0
4.16172,0
4.18172,0
4.20172,0
4.22172,0
4.24172,0
4.26172,0
4.28172,0
4.30172,0
4.32172,0
4.34172,0
4.36172,0
4.38172,0
4.40172,0
4.42172,0
4.44172,0
4.46172,0
4.48172,0
4.50172,0
4.52172,0
4.54172,0
4.56172,0
4.58172,0
4.60172,0
4.62172,0
4.64172,0
4.66172,0
4.68172,0
4.70172,0
4.72172,0
4.74172,0
4.76172,0
4.78172,0
4.80172,0
4.82172,0
4.84172,0
4.86172,0
4.88172,0
4.90172,0
4.92172,0
4.94172,0
4.96172,0
4.98172,0
